artista,musica,album,kmeans_cluster
Pusha T,Millions,Millions,1
Tep No,Me and My Guitar,Me and My Guitar,3
V.I.C.,Snapchat,Snapchat - SIngle,3
Future,Fetti,Monster,3
Nothing But Thieves,Excuse Me,Nothing But Thieves,3
Run–D.M.C.,It's Tricky,Raising Hell,3
21 Savage,Lord Forgive Me,Slaughter King,3
Destiny's Child,Brown Eyes,Survivor,3
HoodRich Pablo Juan,We Don't Luv Em,Designer Drugz 3,5
Mutemath,Noticed,Mutemath,3
Mutemath,Noticed,Mutemath,7
Mutemath,Noticed,Mutemath,7
The Cars,Shake It Up,Shake It Up,3
AJR,Sober Up,The Click,3
AJR,Sober Up,The Click,1
Skepta,It Ain't Safe,Konnichiwa,5
Nebu Kiniza,Gassed Up,Gassed Up,3
Kendrick Lamar,HUMBLE.,DAMN.,5
Kendrick Lamar,HUMBLE.,DAMN.,0
Kendrick Lamar,HUMBLE.,DAMN.,6
Machine Gun Kelly,Oz.,General Admission,5
Ben Kweller,Sundress,Ben Kweller,5
James Arthur,Skeletons,Back from the Edge,5
DWNTWN,Heroine,Dwntwn,3
A$AP Rocky,Everyday,AT.LONG.LAST.A$AP,3
A$AP Rocky,Everyday,AT.LONG.LAST.A$AP,0
Starset,Ricochet,Vessels,5
Starset,Ricochet,Vessels,8
Wiz Khalifa,"Work Hard, Play Hard",O.N.I.F.C.,5
Kid Ink,Money and the Power,My Own Lane,5
Kid Ink,Money and the Power,My Own Lane,0
Migos,Slippery (feat. Gucci Mane),Culture,5
Future,Mask Off,FUTURE,3
Machine Gun Kelly,Merry Go Round,General Admission,5
Deep Meditation,Deep Sleep,Deep Meditation,5
Miley Cyrus,4x4,Bangerz (Deluxe Version),3
Miley Cyrus,4x4,Bangerz (Deluxe Version),3
Ten Fé,Another Way,Hit The Light,5
Jack Beats,Epidemic,Careless,5
SOJA,Losing My Mind,Born In Babylon,3
Jaxon,Hennessy,Wildwest,3
Jaxon,Hennessy,Wildwest,0
Top 40,Wild Boy,40 Hip-Hop Hit Songs Vol. 1,5
Current Joys,New Flesh,Wild Heart,3
2 Chainz,Spend It,Codeine Cowboy,3
mansionz,Gorgeous,Mansionz,5
mansionz,Gorgeous,Mansionz,1
mansionz,Gorgeous,Mansionz,1
Miranda Lambert,Kerosene,Kerosene,3
Kool John,Ahhhh Shit Gah Damn,Up All Night,5
Thomas Rhett,Anthem,Tangled Up,3
Thomas Rhett,Anthem,Tangled Up,4
Alvaro Soler,Sofia,Eterno Agosto,5
Taylor Swift,Mean,Speak Now,5
Tee Grizzley,Day Ones,My Moment,3
Kool & The Gang,Celebration,Celebrate!,5
Kool & The Gang,Celebration,Celebrate!,1
JAY Z,F*ckwithmeyouknowigotit,Magna Carta... Holy Grail,3
The Summer Set,Boomerang,Legendary,5
The Underachievers,Revelations,Indigoism,5
Anderson .Paak,Already,Venice,3
Kanye West,Real Friends,The Life Of Pablo,3
Kanye West,Real Friends,The Life Of Pablo,6
dvsn,Hallucinations,SEPT 5TH,3
dvsn,Hallucinations,SEPT 5TH,7
Parade of Lights,Golden,Feeling Electric,3
M83,Outro,"Hurry Up, We're Dreaming",3
M83,Outro,"Hurry Up, We're Dreaming",7
Travis Scott,Upper Echelon,Upper Echelon,5
Everlast,What It's Like,Whitey Ford Sings The Blues,5
Everlast,What It's Like,Whitey Ford Sings The Blues,3
Alex Newell,Keep It Moving,Keep It Moving,5
Gordon Lightfoot,Sundown,Sundown,5
Zack Hemsey,No Man's Land,Nomad,3
Red Hot Chili Peppers,Tear,By The Way,5
R. Kelly,Double Up,Double Up,5
DuRu Tha King,New Charlotte,New Charlotte,3
blink-182,Cynical,California,3
Classified,3 Foot Tall,Classified,3
21 Savage,Dip Dip,Slaughter King,3
Hoodie Allen,Movie,People Keep Talking,5
Savage,Swing,Savage Island,3
John Mayer,XO,XO,3
John Mayer,XO,XO,0
Souly Had,All the Time,All the Time,3
Future,Xanny Family,EVOL,3
KB,Tempo,Tempo,3
Keith Urban,Winning,Get Closer,3
ScHoolboy Q,Str8 Ballin,Blank Face LP,5
Grouplove,Good Morning,Big Mess,3
Grouplove,Good Morning,Big Mess,0
Grouplove,Good Morning,Big Mess,0
Drake,6 God,If You're Reading This It's Too Late,3
Drake,6 God,If You're Reading This It's Too Late,6
The Smashing Pumpkins,Rocket,Siamese Dream,5
The Smashing Pumpkins,Rocket,Siamese Dream,7
Jesse McCartney,It's Over,Departure - Recharged,3
Jesse McCartney,It's Over,Departure - Recharged,0
Wale,Self Made,"MMG Presents: Self Made, Vol. 1",5
Hunter Hayes,Wanted,Hunter Hayes (Encore),3
NxWorries,Link Up,Yes Lawd!,5
K-Ci & JoJo,Life,It's Real,3
Avril Lavigne,Complicated,Let Go,3
Avril Lavigne,Complicated,Let Go,4
Avril Lavigne,Complicated,Let Go,8
Avril Lavigne,Complicated,Let Go,1
Avril Lavigne,Complicated,Let Go,1
Like Pacific,Suffering,Like Pacific,3
Usher,Lemme See,Looking 4 Myself,3
Periphery,Alpha,Juggernaut: Alpha,0
Eminem,Role Model,The Slim Shady LP,5
Eminem,Role Model,The Slim Shady LP,0
Eminem,Role Model,The Slim Shady LP,1
TOKiMONSTA,Smoke & Mirrors,Cosmic Intoxication,5
Bring Me The Horizon,Blasphemy,That's The Spirit,5
"Tyler, The Creator",Garbage,"The Music of Grand Theft Auto V, Vol. 1: Original Music",0
Imagine Dragons,Bleeding Out,Night Visions,7
Imagine Dragons,Bleeding Out,Night Visions,4
Big Sean,Beware,Hall Of Fame,7
Big Sean,Beware,Hall Of Fame,1
Big Sean,Beware,Hall Of Fame,1
Jason Derulo,The Other Side,Talk Dirty,0
Old Dominion,Shut Me Up,Shut Me Up,7
C418,Mutation,Minecraft - Volume Beta,5
D12,Bane,SHADYXV,0
Usher,FWM,Hard II Love,5
Gavin DeGraw,Radiation,Sweeter,3
Pat Green,College,Lucky Ones,0
Emancipator,Outlaw,Dusk to Dawn,0
Jazmine Sullivan,Let It Burn,Reality Show,5
Rhye,The Fall,Woman,5
mansionz,STFU,Mansionz,5
mansionz,STFU,Mansionz,5
mansionz,STFU,Mansionz,5
Sheppard,Geronimo,Bombs Away,0
Cam,Mayday,Untamed,0
Cam,Mayday,Untamed,4
Melanie Fiona,4AM,The MF Life,7
Tim Gunter,High Tide,High Tide,0
Matchbox Twenty,Push,Yourself Or Someone Like You,3
Matchbox Twenty,Push,Yourself Or Someone Like You,2
Travis Thompson,The End of the World,The End of the World,0
C418,Door,Minecraft - Volume Alpha,5
The Goo Goo Dolls,Iris,Dizzy Up The Girl,5
The Goo Goo Dolls,Iris,Dizzy Up The Girl,4
The Goo Goo Dolls,Iris,Dizzy Up The Girl,6
Foghat,Easy Money,Stone Blue,5
The Janoskians,Best Friends,Best Friends,5
Josiah and the Bonnevilles,Long Gone,Cold Blood,5
Bear's Den,Elysium,Islands,7
One Direction,A.M.,Made In The A.M.,5
5 Seconds of Summer,Amnesia,5 Seconds Of Summer,0
5 Seconds of Summer,Amnesia,5 Seconds Of Summer,1
Big K.R.I.T.,Third Eye,Cadillactica,7
Elephant,Shapeshifter,Shapeshifter,3
fun.,Carry On,Some Nights,0
fun.,Carry On,Some Nights,8
Drowning Pool,Bodies,Sinner,0
Drowning Pool,Bodies,Sinner,4
MadeinTYO,Drip,"Thank You, Mr. Tokyo",3
MadeinTYO,Drip,"Thank You, Mr. Tokyo",7
Melvv,Glide,Glide,0
Twenty One Pilots,Migraine,Vessel,3
Kehlani,Distraction,SweetSexySavage,7
The Bravery,Unconditional,The Bravery,0
Selena Gomez & The Scene,Falling Down,Kiss & Tell,7
Selena Gomez & The Scene,Falling Down,Kiss & Tell,2
Demi Lovato,Mistake,Unbroken,5
Disturbed,Indestructible,Indestructible,5
Yung Simmie,Full Metal,Raider Klan Presents: Shut Up And Vibe 2,0
Shakira,No,Fijacion Oral,0
Kygo,Raging,Cloud Nine,0
Florence + The Machine,Howl,Lungs,0
Dave Matthews Band,Two Step,Crash,0
Alvaro,Welcome to the Jungle,Welcome to the Jungle,5
Three Days Grace,Anonymous,Transit Of Venus,0
Jessie Ware,Tough Love,Tough Love,5
Future,Never Satisfied,Honest,5
Tokio Hotel & Kerli,Strange,Almost Alice Deluxe,0
Pierce The Veil,King For A Day,Collide With The Sky,0
Pierce The Veil,King For A Day,Collide With The Sky,4
Hollywood Undead,Undead,Swan Songs,0
Eve 6,Inside Out,Eve 6,0
Wolves At The Gate,Slaves,Captors,0
Tom Jones,Perfect World,The Emperor's New Groove,3
Maroon 5,Fortune Teller,Overexposed,7
Brandi Carlile,Turpentine,The Story & Cover Stories,3
Hey Violet,Unholy,From The Outside,7
Passenger,Whispers,Whispers,0
Getter,666!,666!,0
Chase Atlantic,Vibes,Nostalgia,3
Kelly Clarkson,Cry,All I Ever Wanted,7
XXXTENTACION,King,Revenge,7
XXXTENTACION,King,Revenge,8
Willamette Stone,Mind,If I Stay (Original Motion Picture Soundtrack),3
A Great Big World,Oasis,When the Morning Comes,5
Nick Jonas,Bacon,Last Year Was Complicated,5
Soulcrate Music,Stoic,Stoic,5
The Janoskians,MoodSwings,Would U Love Me,3
Stoney LaRue,Velvet,Velvet,0
Olin Mosaic,Key,Key,3
Spencer Sutherland,Bad Influence,Bad Influence,0
Vic Mensa,No Chill,No Chill,0
My Chemical Romance,I'm Not Okay (I Promise),Three Cheers For Sweet Revenge,4
Jimmy Eat World,The Middle,Bleed American,4
Jimmy Eat World,The Middle,Bleed American,4
Jimmy Eat World,The Middle,Bleed American,4
Jimmy Eat World,The Middle,Bleed American,4
Taking Back Sunday,Cute Without The 'E' (Cut From The Team),Tell All Your Friends,4
Taking Back Sunday,Cute Without The 'E' (Cut From The Team),Tell All Your Friends,4
Fall Out Boy,"Sugar, We're Goin Down",From Under The Cork Tree,4
Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,4
Paramore,Misery Business,RIOT!,4
Paramore,Misery Business,RIOT!,4
One Direction,Little Things,Take Me Home: Yearbook Edition,4
AFI,Miss Murder,DECEMBERUNDERGROUND,4
AFI,Miss Murder,DECEMBERUNDERGROUND,4
Thursday,War All The Time,War All The Time,4
Thrice,The Artist In The Ambulance,The Artist In The Ambulance,4
Say Anything,Alive With the Glory of Love,Is a Real Boy,4
Saves The Day,At Your Funeral,Stay What You Are,4
Saves The Day,At Your Funeral,Stay What You Are,4
Boys Like Girls,The Great Escape,Boys Like Girls,4
Boys Like Girls,The Great Escape,Boys Like Girls,4
The Greeting Committee,Hands Down,It’s Not All That Bad,4
The Greeting Committee,Hands Down,It’s Not All That Bad,4
The Greeting Committee,Hands Down,It’s Not All That Bad,8
The Red Jumpsuit Apparatus,Face Down,Don't You Fake It,4
The Red Jumpsuit Apparatus,Face Down,Don't You Fake It,4
Hawthorne Heights,Ohio Is for Lovers,The Silence In Black and White - Re-Issue,4
All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",4
All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",4
All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",4
All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",4
Anberlin,The Feel Good Drag,Never Take Friendship Personal,2
Motion City Soundtrack,Everything Is Alright,Commit This To Memory,4
Motion City Soundtrack,Everything Is Alright,Commit This To Memory,4
Goldensuns,Give It Up,Give It Up - EP,4
Every Avenue,Tell Me I'm A Wreck,Picture Perfect,4
Every Avenue,Tell Me I'm A Wreck,Picture Perfect,4
The Maine,My Heroine,Pioneer,4
Senses Fail,Can't Be Saved,Still Searching,4
The All-American Rejects,"Swing, Swing",The All-American Rejects,2
The All-American Rejects,"Swing, Swing",The All-American Rejects,2
The All-American Rejects,"Swing, Swing",The All-American Rejects,2
The All-American Rejects,"Swing, Swing",The All-American Rejects,2
Judah & the Lion,We Own The Night,Folk Hop N' Roll,4
From First To Last,Emily,"Dear Diary, My Teen Angst Has A Body Count",8
LEISURE,All over You,Leisure,4
The Postal Service,Such Great Heights,Give Up,2
Brand New,Sic Transit Gloria ... Glory Fades,Deja Entendu,4
The Fall of Troy,F.C.P.R.E.M.I.X.,Doppelganger,4
AFI,Girl's Not Grey,Sing The Sorrow,4
Alkaline Trio,Radio,Maybe I'll Catch Fire,2
The Dangerous Summer,The Permanent Rain,Reach For The Sun,4
Straylight Run,Existentialism On Prom Night,Straylight Run,2
Something Corporate,I Woke Up In A Car,Leaving Through The Window,4
Something Corporate,I Woke Up In A Car,Leaving Through The Window,4
Something Corporate,I Woke Up In A Car,Leaving Through The Window,4
Hidden In Plain View,Bleed for You,Punk the Clock,4
Jimmy Eat World,Sweetness,Bleed American,4
Jimmy Eat World,Sweetness,Bleed American,4
Jimmy Eat World,Sweetness,Bleed American,4
Fall Out Boy,"Dance, Dance",From Under The Cork Tree,4
Fall Out Boy,"Dance, Dance",From Under The Cork Tree,4
Fall Out Boy,"Dance, Dance",From Under The Cork Tree,4
My Chemical Romance,Helena,May Death Never Stop You,4
The Used,All That I've Got,In Love And Death,4
The Used,All That I've Got,In Love And Death,4
Coheed and Cambria,Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,4
Hey Monday,How You Love Me Now,Hold On Tight,4
Ludacris,Stand Up,Chicken - N - Beer,4
Ludacris,Stand Up,Chicken - N - Beer,0
Ludacris,Stand Up,Chicken - N - Beer,1
Ludacris,Stand Up,Chicken - N - Beer,1
Dave Matthews Band,The Space Between,Everyday,4
Dave Matthews Band,The Space Between,Everyday,7
The Audition,Warm Me Up,Champion,4
The Rocket Summer,Do You Feel,Do You Feel,4
Cartel,Say Anything (Else),Chroma,4
Saosin,You're Not Alone,Saosin,4
Disclosure,Holding On,Caracal,4
The Starting Line,The Best Of Me,Say It Like You Mean It,4
The Starting Line,The Best Of Me,Say It Like You Mean It,4
Chiodos,"Baby, You Wouldn't Last A Minute On The Creek",All's Well That Ends Well,4
SoMo,Hush,SoMo,2
All Time Low,Remembering Sunday,"So Wrong, It's Right",2
All Time Low,Remembering Sunday,"So Wrong, It's Right",2
The All-American Rejects,Dirty Little Secret,Move Along,4
The All-American Rejects,Dirty Little Secret,Move Along,4
The All-American Rejects,Move Along,Move Along,4
The All-American Rejects,Move Along,Move Along,4
American Hi-Fi,Flavor Of The Weak,American Hi-Fi,4
American Hi-Fi,Flavor Of The Weak,American Hi-Fi,4
Avril Lavigne,Sk8er Boi,Let Go,4
Avril Lavigne,Sk8er Boi,Let Go,4
blink-182,Feeling This,blink-182,4
blink-182,Feeling This,blink-182,4
blink-182,I Miss You,blink-182,4
blink-182,I Miss You,blink-182,2
blink-182,I Miss You,blink-182,1
blink-182,What's My Age Again?,Blink 182 (Sound and Vision Q4 2007),4
blink-182,What's My Age Again?,Blink 182 (Sound and Vision Q4 2007),4
blink-182,Adam's Song,Enema Of The State,4
blink-182,All The Small Things,Enema Of The State,4
blink-182,All The Small Things,Enema Of The State,4
blink-182,Anthem Part Two,Take Off Your Pants And Jacket,4
blink-182,First Date,Take Off Your Pants And Jacket,4
blink-182,First Date,Take Off Your Pants And Jacket,4
blink-182,The Rock Show,Take Off Your Pants And Jacket,4
blink-182,The Rock Show,Take Off Your Pants And Jacket,4
Bryce Vine,Guilty Pleasure,Lazy Fair,4
Dashboard Confessional,Vindicated,Dusk And Summer,4
Evanescence,Bring Me To Life,Fallen,4
Evanescence,Bring Me To Life,Fallen,4
Good Charlotte,The Anthem,Good Charlotte/The Young And The Hopeless,4
Good Charlotte,The Anthem,Good Charlotte/The Young And The Hopeless,4
Good Charlotte,Girls & Boys,Good Charlotte/The Young And The Hopeless,4
Good Charlotte,Girls & Boys,Good Charlotte/The Young And The Hopeless,4
Green Day,American Idiot,American Idiot,4
Green Day,American Idiot,American Idiot,4
Head Automatica,Beating Heart Baby,Decadence,4
The Killers,Mr. Brightside,Hot Fuss,4
The Killers,Mr. Brightside,Hot Fuss,4
Mayday Parade,Jamie All Over,A Lesson In Romantics,4
Mayday Parade,Jamie All Over,A Lesson In Romantics,4
Mayday Parade,Jamie All Over,A Lesson In Romantics,4
Mayday Parade,Jamie All Over,A Lesson In Romantics,4
Mayday Parade,When I Get Home You're So Dead,A Lesson In Romantics,4
Mayday Parade,When I Get Home You're So Dead,A Lesson In Romantics,4
Mayday Parade,"If You Wanted A Song Written About You, All You Had To Do Was Ask",A Lesson In Romantics,4
Mayday Parade,"If You Wanted A Song Written About You, All You Had To Do Was Ask",A Lesson In Romantics,4
My Chemical Romance,Welcome to the Black Parade,The Black Parade,4
My Chemical Romance,Welcome to the Black Parade,The Black Parade,4
New Found Glory,My Friends Over You,Sticks and Stones,4
New Found Glory,My Friends Over You,Sticks and Stones,4
Paramore,crushcrushcrush,RIOT!,4
Relient K,Be My Escape,Mmhmm,4
Relient K,Be My Escape,Mmhmm,4
My Chemical Romance,Teenagers,The Black Parade,4
My Chemical Romance,Teenagers,The Black Parade,4
Papa Roach,Last Resort,Infest,4
Papa Roach,Last Resort,Infest,4
Paramore,That's What You Get,RIOT!,4
Paramore,That's What You Get,RIOT!,4
Paramore,That's What You Get,RIOT!,1
Simple Plan,I'd Do Anything,"No Pads, No Helmets...Just Balls",4
Simple Plan,I'd Do Anything,"No Pads, No Helmets...Just Balls",4
Simple Plan,I'm Just A Kid,"No Pads, No Helmets...Just Balls",4
Sum 41,Fat Lip,"All Killer, No Filler",4
Sum 41,Fat Lip,"All Killer, No Filler",4
Sum 41,In Too Deep,"All Killer, No Filler",4
Sum 41,In Too Deep,"All Killer, No Filler",4
Taking Back Sunday,MakeDamnSure,Louder Now,4
Third Eye Blind,Semi-Charmed Life,Third Eye Blind,4
Sammy Adams,Only One,Only One,4
Yellowcard,Ocean Avenue,Ocean Avenue,4
Jack's Mannequin,The Mixed Tape - 2015 Remastered,Everything In Transit,4
Boys Like Girls,Hero / Heroine,Boys Like Girls,4
Boys Like Girls,Hero / Heroine,Boys Like Girls,4
Relient K,Who I Am Hates Who I've Been,Mmhmm,4
Dashboard Confessional,Screaming Infidelities,The Places You Have Come To Fear The Most,2
Lit,My Own Worst Enemy,A Place In The Sun,4
Dashboard Confessional,Stolen,Dusk And Summer,4
The All-American Rejects,It Ends Tonight,Move Along,4
The All-American Rejects,It Ends Tonight,Move Along,4
The All-American Rejects,It Ends Tonight,Move Along,4
Cute Is What We Aim For,Newport Living,The Same Old Blood Rush With A New Touch,4
Motion City Soundtrack,L.G. FUAD,Commit This To Memory,4
The Maine,The Way We Talk,The Way We Talk,4
A Day To Remember,If It Means a Lot to You,Homesick,2
Avril Lavigne,I'm with You,Let Go,2
Mayday Parade,When You See My Friends,Mayday Parade (Deluxe Edition),4
Mayday Parade,When You See My Friends,Mayday Parade (Deluxe Edition),4
Boys Like Girls,Love Drunk,Love Drunk,4
Boys Like Girls,Love Drunk,Love Drunk,7
The All-American Rejects,My Paper Heart,The All-American Rejects,4
The All-American Rejects,My Paper Heart,The All-American Rejects,4
Boys Like Girls,Five Minutes to Midnight,Boys Like Girls,4
Boys Like Girls,Five Minutes to Midnight,Boys Like Girls,4
Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",From Under The Cork Tree,4
Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",From Under The Cork Tree,4
Good Charlotte,Lifestyles of the Rich & Famous,Good Charlotte/The Young And The Hopeless,4
Future,Jersey,What A Time To Be Alive,4
Future,Jersey,What A Time To Be Alive,4
Paramore,Playing God,brand new eyes,4
Paramore,All I Wanted,brand new eyes,4
All Time Low,Poppin' Champagne,"So Wrong, It's Right",4
All Time Low,Poppin' Champagne,"So Wrong, It's Right",4
Fall Out Boy,Thnks fr th Mmrs,Infinity On High,4
Fall Out Boy,Thnks fr th Mmrs,Infinity On High,4
Kygo,Kids in Love,Kids in Love,4
Kygo,Kids in Love,Kids in Love,4
Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,4
Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,4
Bowling For Soup,Almost,A Hangover You Don't Deserve,4
Bowling For Soup,Almost,A Hangover You Don't Deserve,0
We The Kings,We'll Be A Dream (feat. Demi Lovato),Smile Kid,4
We The Kings,Skyway Avenue,We The Kings,4
We The Kings,Skyway Avenue,We The Kings,4
Mayday Parade,Miserable At Best,A Lesson In Romantics,8
Mayday Parade,Miserable At Best,A Lesson In Romantics,8
Mayday Parade,"Oh Well, Oh Well",Mayday Parade (Deluxe Edition),4
Brand New,Seventy Times 7,Your Favorite Weapon,4
Brand New,Seventy Times 7,Your Favorite Weapon,4
Cute Is What We Aim For,Practice Makes Perfect,Rotation,4
Panic! At The Disco,But It's Better If You Do,A Fever You Can't Sweat Out,4
Panic! At The Disco,But It's Better If You Do,A Fever You Can't Sweat Out,4
Jack's Mannequin,I'm Ready - 2015 Remastered,Everything In Transit,4
Cute Is What We Aim For,The Fourth Drink Instinct,The Same Old Blood Rush With A New Touch,2
Mayday Parade,Three Cheers For Five Years,Tales Told By Dead Friends,4
Mayday Parade,Three Cheers For Five Years,Tales Told By Dead Friends,2
Mayday Parade,Three Cheers For Five Years,Tales Told By Dead Friends,4
Hellogoodbye,Dear Jamie...Sincerely Me - EP Version,EP With Bonus Tracks,2
The Maine,Everything I Ask For,Can't Stop Won't Stop,4
Mayday Parade,Champagne's For Celebrating (I'll Have A Martini),A Lesson In Romantics,4
All Time Low,Damned If I Do Ya (Damned If I Don't),Nothing Personal (Deluxe Version),4
Puddle Of Mudd,She Hates Me,Come Clean,4
All Time Low,"Come One, Come All","So Wrong, It's Right",4
Panic! At The Disco,This Is Gospel,"Too Weird To Live, Too Rare To Die!",4
System Of A Down,Chop Suey!,Toxicity,4
System Of A Down,Chop Suey!,Toxicity,4
Bowling For Soup,Stacy's Mom,I've Never Done Anything Like This,4
Bowling For Soup,Girl All the Bad Guys Want,Drunk Enough To Dance,4
A Day To Remember,The Downfall of Us All,Homesick,4
Capital Kings,Into Your Arms,II,4
The Maine,I Must Be Dreaming,Can't Stop Won't Stop,4
Flyleaf,I'm So Sick,Flyleaf,4
Flyleaf,I'm So Sick,Flyleaf,4
Flyleaf,All Around Me,Flyleaf,4
Flyleaf,All Around Me,Flyleaf,4
Mayday Parade,You're Dead Wrong,Mayday Parade (Deluxe Edition),4
Cute Is What We Aim For,Lyrical Lies,The Same Old Blood Rush With A New Touch,8
Panic! At The Disco,"Build God, Then We'll Talk",A Fever You Can't Sweat Out,4
Vertical Horizon,Everything You Want,Everything You Want,4
Ruel,Don't Tell Me,Don't Tell Me,4
Avril Lavigne,Losing Grip,Let Go,4
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",Live In Phoenix,4
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",Live In Phoenix,4
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",Live In Phoenix,4
Bowling For Soup,1985,A Hangover You Don't Deserve,4
Bowling For Soup,1985,A Hangover You Don't Deserve,4
All Time Low,Jasey Rae,Put Up Or Shut Up,4
Mayday Parade,I Swear This Time I Mean It,Anywhere But Here,2
My Chemical Romance,Famous Last Words,The Black Parade,4
Good Charlotte,I Just Wanna Live,"The Chronicles of Life and Death (""LIFE"" version)",4
Good Charlotte,I Just Wanna Live,"The Chronicles of Life and Death (""LIFE"" version)",4
Death Cab for Cutie,Soul Meets Body,Plans,4
Daniela Andrade,I Will Follow You into the Dark,"Covers, Vol. 1",8
Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind,2
Switchfoot,Meant to Live,The Beautiful Letdown (Deluxe Version),4
Paramore,Ignorance,brand new eyes,4
Metro Station,Kelsey,Metro Station,4
Janet Jackson,Black Cat,Rhythm Nation 1814,4
Linkin Park,What I've Done,Minutes To Midnight,4
Passenger,In the End,The Boy Who Cried Wolf,4
Fall Out Boy,"""The Take Over, The Breaks Over""",Infinity On High,4
Fall Out Boy,"""The Take Over, The Breaks Over""",Infinity On High,4
Fall Out Boy,"""The Take Over, The Breaks Over""",Infinity On High,4
Cute Is What We Aim For,Risque,The Same Old Blood Rush With A New Touch,4
Cute Is What We Aim For,Sweet Talk 101,The Same Old Blood Rush With A New Touch,4
The Rocket Summer,Brat Pack,"Hello, good friend.",4
Taking Back Sunday,You're So Last Summer,Tell All Your Friends,4
Taking Back Sunday,You're So Last Summer,Tell All Your Friends,4
Taking Back Sunday,You're So Last Summer,Tell All Your Friends,4
Taking Back Sunday,A Decade Under The Influence,Where You Want To Be,4
Taking Back Sunday,A Decade Under The Influence,Where You Want To Be,4
Jack's Mannequin,La La Lie - 2015 Remastered,Everything In Transit,4
Trapt,Headstrong,Trapt,4
Trapt,Headstrong,Trapt,4
All Time Low,Vegas,"So Wrong, It's Right",4
The Downtown Fiction,I Just Wanna Run,The Double EP,4
The Downtown Fiction,I Just Wanna Run,The Double EP,4
Fall Out Boy,Sophomore Slump Or Comeback Of The Year,From Under The Cork Tree,4
Fall Out Boy,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Infinity On High,4
My Chemical Romance,Cancer,The Black Parade,2
My Chemical Romance,I Don't Love You,The Black Parade,4
My Chemical Romance,SING,Danger Days: The True Lives Of The Fabulous Killjoys,4
My Chemical Romance,SING,Danger Days: The True Lives Of The Fabulous Killjoys,4
Paramore,The Only Exception,brand new eyes,2
Thirty Seconds To Mars,The Kill (Bury Me),A Beautiful Lie,4
Green Day,When I Come Around,Dookie,4
The Veronicas,Untouched,Hook Me Up,4
The Veronicas,4ever,Hook Me Up,4
The Veronicas,Everything I'm Not,Hook Me Up,4
blink-182,Dammit,Dude Ranch,4
blink-182,Dammit,Dude Ranch,4
blink-182,Dammit,Dude Ranch,4
Green Day,Basket Case,Dookie,4
Metro Station,Shake It,Metro Station,4
Weezer,Beverly Hills,Make Believe,4
The All-American Rejects,Gives You Hell,When The World Comes Down,4
The All-American Rejects,Gives You Hell,When The World Comes Down,4
Tom Jones,She's A Lady,Tom Jones Sings She's A Lady,4
Relient K,Sadie Hawkins Dance,The Anatomy of the Tongue In Cheek,4
Relient K,Sadie Hawkins Dance,The Anatomy of the Tongue In Cheek,4
The Verve Pipe,The Freshmen,Villains,2
t.A.T.u.,All The Things She Said,200 KM/H In The Wrong Lane,4
t.A.T.u.,All The Things She Said,200 KM/H In The Wrong Lane,4
Avril Lavigne,Things I'll Never Say,Let Go,4
GRiZ,Hard Times,Rebel Era,4
GRiZ,Hard Times,Rebel Era,4
Imagine Dragons,Thunder,Evolve,4
The Ataris,The Boys of Summer,"So Long, Astoria",4
Say Anything,"Wow, I Can Get Sexual Too",Is a Real Boy,4
Say Anything,"Wow, I Can Get Sexual Too",Is a Real Boy,4
Relient K,Which to Bury; Us or the Hatchet?,Mmhmm,4
Flo Rida,Let It Roll,Wild Ones,4
Evanescence,My Immortal,Fallen,8
Evanescence,My Immortal,Fallen,8
New Found Glory,Vicious Love (feat. Hayley Williams),Resurrection: Ascension,4
All Time Low,Coffee Shop Soundtrack,Put Up Or Shut Up,4
All Time Low,Coffee Shop Soundtrack,Put Up Or Shut Up,4
Nine Days,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,4
This Providence,My Beautiful Rescue,This Providence,2
Avril Lavigne,My Happy Ending,Under My Skin,4
Velvet Revolver,Fall To Pieces,Contraband,4
Relient K,Must Have Done Something Right,Five Score and Seven Years Ago,4
No Doubt,Just A Girl,Tragic Kingdom,4
Duncan Sheik,Barely Breathing,Duncan Sheik,4
3 Doors Down,Kryptonite,The Better Life,4
Hoobastank,The Reason,The Reason,2
Hoobastank,The Reason,The Reason,2
Fall Out Boy,Alone Together,Save Rock And Roll,4
Fall Out Boy,Alone Together,Save Rock And Roll,4
Radnor,New Perspective,New Perspective,4
Radnor,New Perspective,New Perspective,4
